record_id,screenshot_file,source,visible_date_label,cleaned_text,redactions_applied,notes
152,precleaned\Zabala - April 28\Screenshot_20260428_155005_Messages.jpg,Grab,Wednesday 29 Jan 2025 * 4:15pm,"Ubos na ang allowance for coffee? MAGTIMPLA with GrabCar! Dahil mas tipid kapag ikaw ang magtitimpla, makakapag-book ka pa ng GrabCar Saver for up to 15% cheaper fares every day PLUS you get to enjoy another 25% OFF with code MAGTIMPLA. P200, max disc. P100. Open the Grab app and book now! Ubos na ang allowance for coffee? MAGTIMPLA with GrabCar! Dahil mas tipid kapag ikaw ang magtitimpla, makakapag-book ka pa ng GrabCar Saver for up to 15% cheaper fares every day PLUS you get to enjoy another 25% OFF with code MAGTIMPLA. P200, max disc. P100. Open the Grab app and book now!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
153,precleaned\Zabala - April 28\Screenshot_20260428_155018_Messages.jpg,Unknown,,"Don't miss out on 50% OFF your GrabCar ride RIGHT NOW! Use code LABASTAYONOW when you book from 12NN to 1PM and 2PM to 3PM. Max disc. P150, min. fare, P200. Don't wait, book now with GrabCar!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
154,precleaned\Zabala - April 28\Screenshot_20260428_155018_Messages.jpg,Grab,Friday 7 Feb 2025 + 6:38pm,"This weekend, sagot ng GrabCar ang gala mo! Get 50% OFF from 12PM to 1PM and 2PM to 3PM when you use code LABASTAYONOW. May 30% OFF ka pa ALL DAY when you use code LABASTAYO! Max disc. P150, min. fare, P200. Hurry and open the Grab app to book now!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
155,precleaned\Zabala - April 28\Screenshot_20260428_155018_Messages.jpg,Grab,Saturday 8 Feb 2025 + 2:44 pm,"GRABCAR WEEKEND FLASH SALE! 50% OFF your ride from 10AM to 11AM and 1PM to 2PM Use code:LABASTAYONOW. 30% OFF ALL DAY when you use code LABASTAYO! Max disc. P150, min. fare, P200. Hurry and open the Grab app to book now!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
156,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Unknown,,Don't miss out on 50% OFF your GrabCar ride RIGHT,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
157,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Unknown,,NOW! Use code LABASTAYONOW when you book,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
158,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Unknown,,"from 10AM to 11AM and 1PM to 2PM. Max disc. P150,",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
159,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Unknown,,"min. fare, P200. Don't wait, book now with GrabCar!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
160,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Unknown,Friday 6 Jun * 10:02am,6.6 SALE ALERT! Enjoy up to 30% OFF on GrabCar,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
161,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Lazada,Friday 6 Jun * 10:02am,vouchers bundles on Lazada! Visit Grab PH's official,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
162,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,Unknown,Friday 6 Jun * 10:02am,store for best deals. Add to cart na!,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
163,precleaned\Zabala - April 28\Screenshot_20260428_155123_Messages.jpg,Unknown,Wednesday 18 Jun + 7:33 am,Texting with (SMS/MMS) Ma palodi ni og 300 nag away ming sir twagan nko ang agency Ma palodi ni og 300 nag away ming sir twagan nko ang agency,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
164,precleaned\Zabala - April 28\Screenshot_20260428_155145_Messages.jpg,Unknown,Friday 7 Mar 2025 + 1:59 pm,Your Authy verification code is: <OTP>,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
165,precleaned\Zabala - April 28\Screenshot_20260428_155145_Messages.jpg,Unknown,Sunday 21 Sept » 9:30pm,Your Authy verification code is: <OTP>,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
166,precleaned\Zabala - April 28\Screenshot_20260428_155156_Messages.jpg,CODASHOP,Saturday 4 Oct + 2:22am,CODASHOP: Your voucher code is CH4MI-ZJCNW-ZHN7X. Thank you for using Codashop!,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
167,precleaned\Zabala - April 28\Screenshot_20260428_155221_Messages.jpg,Unknown,,"SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs Feb 24-28, 2025 only! DT1I211890",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
168,precleaned\Zabala - April 28\Screenshot_20260428_155221_Messages.jpg,Unknown,Saturday 8 Mar 2025 + 10:05am,"Bratpack Drops! Get summer-ready with must-have essentials from New Era, Wallex, DBTK, Hydro Flask, Birkenstock, Native, and more. Shop now at a Bratpack store near you!",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
169,precleaned\Zabala - April 28\Screenshot_20260428_155221_Messages.jpg,Unknown,Friday 2 May « 5:35pm,"SKOOP is back at Bratpack! Time to cop the Basiks, throw on the drip, and let your fits match the vibe! Don't snooze at this comeback, fam! Get 'em now at select Bratpack stores.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
170,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,Unknown,,"Shop smarter every Mon & Tue! Enjoy 15% OFF at Primer stores like Bratoack, GRIND, R.O.X., ResToeRun, The Travel Club & more. T&Cs apply. DTI 224784",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
171,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,Unknown,Monday 4 Aug « 11:42am,"Deals you'll love, every Monday & Tuesday! Get 15% OFF at Primer stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more. T&Cs apply. DTI224784",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
172,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,Unknown,Tuesday 5 Aug * 4:01pm,"Hi, Ralf Cedric! Birkentock is NOW available at ResToeRun Greenhills Mall. Come visit us at the 3rd level.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
173,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,Unknown,Sunday 31 Aug « 11:21am,"Start your week right! Loyalty members get 15% OFF @ Primer stores every Mon & Tues-Bratpack, ResToeRun, R.O.X., The Travel Club & more! T&Cs apply. DTI224784",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
174,precleaned\Zabala - April 28\Screenshot_20260428_155240_Messages.jpg,Unknown,Monday 1 Sept « 11:03 am,"Hey <NAME>! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply.",<NAME>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
175,precleaned\Zabala - April 28\Screenshot_20260428_155240_Messages.jpg,Unknown,Saturday 20 Sept - 10:05 am,"Don't miss your 20% OFF Birthday Treat! Shop at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X. The Travel Club & more. Treat yourself with premium products from Birkenstock, Hellolulu, Hydro Flask, Montbell, Native, Delsey, Keen & more. Hurry, this promo runs until Sept. 30, 2025. T&Cs apply.",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
176,precleaned\Zabala - April 28\Screenshot_20260428_155240_Messages.jpg,Unknown,Sunday 5 Oct « 11:04am,"Kick off your week with 15% OFF every Monday & Tuesday at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! T&Cs apply. DTI224784",,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
177,precleaned\Zabala - April 28\Screenshot_20260428_155308_Messages.jpg,Smart,,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
178,precleaned\Zabala - April 28\Screenshot_20260428_155308_Messages.jpg,Unknown,,Tap to load preview,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
179,precleaned\Zabala - April 28\Screenshot_20260428_155308_Messages.jpg,Smart,Saturday 9 Nov 2024 + 4:08 pm,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! ,",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
180,precleaned\Zabala - April 28\Screenshot_20260428_155328_Messages.jpg,Smart,,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
181,precleaned\Zabala - April 28\Screenshot_20260428_155328_Messages.jpg,Smart,Friday 25 Jul * 7:45pm,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
182,precleaned\Zabala - April 28\Screenshot_20260428_160139_Messages.jpg,Smart,,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
183,precleaned\Zabala - April 28\Screenshot_20260428_160139_Messages.jpg,Smart,Friday 8 Aug - 9:04am,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
184,precleaned\Zabala - April 28\Screenshot_20260428_160152_Messages.jpg,Smart,,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
185,precleaned\Zabala - April 28\Screenshot_20260428_160152_Messages.jpg,Smart,Tuesday 9 Sept + 2:23 pm,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
186,precleaned\Zabala - April 28\Screenshot_20260428_160204_Messages.jpg,Smart,,C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
187,precleaned\Zabala - April 28\Screenshot_20260428_160204_Messages.jpg,Smart,Tuesday 14 Oct + 6:46am,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
188,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,Smart,,"4:02 OM e © F il & € Smart App : with just a tap on the Smart App! Click “Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards!",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
189,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,Smart,Tuesday 11 Nov + 8:18 pm,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
190,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,Smart,Tuesday 11 Nov + 8:18 pm,Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards!,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
191,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,Unknown,8:18 pm,Can't reply to this short code. Learn more,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
192,precleaned\Zabala - April 28\Screenshot_20260428_160546_Messages.jpg,Unknown,,Your Discord security code is: <OTP> tzD9jJY28Wrn,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
193,precleaned\Zabala - April 28\Screenshot_20260428_160546_Messages.jpg,Unknown,,Your Discord security code is: <OTP> tzD9jJY28Wrn,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
194,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,Unknown,Monday 26 Feb 2024 + 7:07 am,Your Claude verification code is: <OTP> Your Claude verification code is: <OTP> Your Claude verification code is: <OTP> Your Claude verification code is: <OTP> a Unread KK,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
195,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,Unknown,Thursday 30 Jan 2025 * 5:34pm,Your Claude verification code is: <OTP>,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
196,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,Unknown,Friday 31 Jan 2025 + 11:48am,Your Claude verification code is: <OTP>,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
197,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,Unknown,Monday 29 Dec « 7:56am,Your Indeed verification code is: <OTP>,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
198,precleaned\Zabala - April 28\Screenshot_20260428_160635_Messages.jpg,TikTok,,#][TikTok] 262314 is your verification code DaewVIZQ+ns,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
199,precleaned\Zabala - April 28\Screenshot_20260428_160647_Messages.jpg,Unknown,Tuesday 10 Feb « 11:22am,Hi Ka-LBC! We will deliver your shipment <PHONE> today. Provide authorization & ID if not around. Photo may be taken as proof of delivery. Thanks,<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
200,precleaned\Zabala - April 28\Screenshot_20260428_160647_Messages.jpg,Unknown,Tuesday 10 Feb + 4:56pm,Hi Ka-LBC! Your shipment <PHONE> was received by ZABALA RALF CEDRIC TRIPOLI on 10-02-2026. Thanks,<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
201,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,Microsoft,Wednesday 17 Jan 2024 + 4:32 pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
202,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,Microsoft,Friday 19 Jan 2024 + 2:42pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
203,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,Microsoft,Saturday 20 Jan 2024 + 10:20 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
204,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,Microsoft,Friday 26 Jan 2024 + 8:50am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
205,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,Microsoft,Wednesday 31 Jan 2024 + 7:47am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
206,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,Microsoft,Friday 23 Feb 2024 + 12:58 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
207,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,Microsoft,Saturday 24 Feb 2024 + 11:06pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
208,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,Microsoft,Sunday 3 Mar 2024 + 8:58am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
209,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,Microsoft,Monday 20 May 2024 « 8:19am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
210,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,Microsoft,Wednesday 5 Jun 2024 + 1:19pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
211,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,Microsoft,Sunday 30 Jun 2024 + 3:59pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
212,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,Microsoft,Wednesday 3 Jul 2024 + 8:27 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
213,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,Microsoft,Monday 8 Jul 2024 + 9:00am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
214,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,Microsoft,Monday 8 Jul 2024 + 11:14am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
215,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
216,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,Microsoft,Friday 12 Jul 2024 + 9:55pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
217,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,Microsoft,Wednesday 21 Aug 2024 « 11:13 am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
218,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,Microsoft,Thursday 22 Aug 2024 + 6:32pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
219,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,Microsoft,Saturday 31 Aug 2024 + 4:35pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
220,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
221,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,Microsoft,Thursday 3 Oct 2024 + 2:37 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
222,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,Microsoft,Sunday 27 Oct 2024 + 7:57pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
223,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,Microsoft,Tuesday 29 Oct 2024 + 10:54 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
224,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,Microsoft,Sunday 24 Nov 2024 « 12:24 pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
225,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
226,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,Microsoft,Friday 31 Jan 2025 + 10:41am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
227,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,Microsoft,Friday 7 Feb 2025 + 1:48pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
228,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,Microsoft,Tuesday 11 Feb 2025 - 10:09am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
229,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,Microsoft,Thursday 20 Feb 2025 + 4:50pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
230,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
231,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,Microsoft,Monday 24 Feb 2025 « 12:19am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
232,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,Microsoft,Friday 28 Feb 2025 « 2:35 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
233,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,Microsoft,Thursday 13 Mar 2025 + 4:29 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
234,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,Microsoft,Wednesday 19 Mar 2025 + 3:53 pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
235,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
236,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,Microsoft,Monday 12 May + 4:23 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
237,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,Microsoft,Tuesday 13 May « 11:20 am,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
238,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,Microsoft,Saturday 31 May * 10:09am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
239,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,Microsoft,Friday 6 Jun * 6:30pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
240,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
241,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,Microsoft,Wednesday 11 Jun « 11:07 am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
242,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,Microsoft,Thursday 12 Jun * 7:59pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
